#network.py barabasi-albert --nodos 500 --m 3
# GMT Mon Sep 14 20:41:52 2020
# 
0,18
1,{}
2,{}
3,{}
4,{}
6,{}
7,{}
12,{}
15,{}
16,{}
28,{}
29,{}
32,{}
36,{}
38,{}
39,{}
40,{}
44,{}
49,{}
1,21
2,{}
3,{}
4,{}
5,{}
7,{}
8,{}
9,{}
11,{}
12,{}
13,{}
14,{}
16,{}
17,{}
19,{}
24,{}
26,{}
27,{}
38,{}
40,{}
42,{}
47,{}
2,12
3,{}
4,{}
6,{}
8,{}
9,{}
14,{}
22,{}
25,{}
30,{}
39,{}
48,{}
49,{}
3,7
5,{}
6,{}
10,{}
11,{}
12,{}
32,{}
35,{}
4,7
5,{}
9,{}
11,{}
13,{}
23,{}
29,{}
46,{}
5,7
7,{}
17,{}
18,{}
24,{}
29,{}
44,{}
50,{}
6,4
10,{}
17,{}
23,{}
42,{}
7,4
8,{}
18,{}
28,{}
48,{}
8,2
31,{}
50,{}
9,4
10,{}
14,{}
16,{}
20,{}
10,6
15,{}
21,{}
30,{}
31,{}
43,{}
48,{}
11,4
13,{}
18,{}
25,{}
45,{}
12,6
23,{}
24,{}
27,{}
34,{}
35,{}
41,{}
13,2
15,{}
44,{}
14,3
21,{}
26,{}
41,{}
15,2
25,{}
33,{}
16,5
19,{}
20,{}
32,{}
41,{}
47,{}
17,3
19,{}
20,{}
43,{}
18,6
21,{}
22,{}
28,{}
31,{}
46,{}
49,{}
19,4
22,{}
27,{}
45,{}
46,{}
20,0
21,3
34,{}
36,{}
42,{}
22,6
33,{}
34,{}
36,{}
40,{}
43,{}
45,{}
23,0
24,2
30,{}
38,{}
25,1
26,{}
26,1
39,{}
27,0
28,1
37,{}
29,1
35,{}
30,1
33,{}
31,1
37,{}
32,0
33,1
47,{}
34,0
35,0
36,1
37,{}
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,1
50,{}
50,0
