,source,target
0,politifact15014,937349434668498944
1,politifact15014,937379378006282240
2,politifact15014,937380068590055425
3,politifact15014,937387493451862016
4,politifact15014,937406789686980608
5,politifact15014,937415066810503168
6,politifact15014,937427631661768704
7,politifact15014,937429898670600192
8,politifact15014,937436145004302337
9,politifact15014,937449906352152576
10,politifact15014,937450317142286336
11,politifact15014,937451599320027136
12,politifact15014,937452013939494912
13,politifact15014,937452151227510784
14,politifact15014,937453119478423553
15,politifact15014,937462176293437443
16,politifact15014,937471159246950401
17,politifact15014,937473844813508609
18,politifact15014,937474875861749760
19,politifact15014,937481780088598528
20,politifact15014,937485222257586177
21,politifact15014,937491440082522117
22,politifact15014,937491843851231232
23,politifact15014,937493781271732229
24,politifact15014,937494245883068421
25,politifact15014,937508442352373760
26,politifact15014,937510057322995712
27,politifact15014,937521928738185216
28,politifact15014,937522668303147010
29,politifact15014,937524138121478144
30,politifact15014,937526251027402753
31,politifact15014,937542730162540544
32,politifact15014,937543928844374016
33,politifact15014,937628495865196544
34,politifact15014,937688299757588485
35,politifact15014,937693047458025474
36,politifact15014,937696540453466112
37,politifact15014,937703980158935040
38,politifact15014,937737858726744064
39,politifact15014,937738398080622592
40,politifact15014,937739985113018368
41,politifact15014,937742668393734145
42,politifact15014,937749996098555911
43,politifact15014,937756485630808065
44,politifact15014,937757406129479682
45,politifact15014,937787346019340288
46,politifact15014,937787353824931840
47,politifact15014,937798800453918723
48,politifact15014,937813631281934337
49,politifact15014,937832949453590528
50,politifact15014,937842520364584960
51,politifact15014,937855193483501568
52,politifact15014,937856552660295680
53,politifact15014,937864937820639239
54,politifact15014,937900837086597120
55,politifact15014,937913933414981632
56,politifact15014,937920200514703366
57,politifact15014,937929101620404224
58,politifact15014,938008154125885440
59,politifact15014,938068477276860416
60,politifact15014,938079298157760512
61,politifact15014,938100808083738624
62,politifact15014,938103147054161920
63,politifact15014,938165596730134528
64,politifact15014,938196044285923328
65,politifact15014,938211896431448064
66,politifact15014,938289136703823872
67,politifact15014,938353893443977216
68,politifact15014,938362786287058944
69,politifact15014,938600814914031616
70,politifact15014,938620649215528960
71,politifact15014,938946906444660737
72,politifact15014,938988970653786112
73,politifact15014,939089302167973888
74,politifact15014,939272833427034112
75,politifact15014,939272836887261186
76,politifact15014,939445960865968128
77,politifact15014,939461705528168448
78,politifact15014,939468815628488707
79,politifact15014,940980953299783680
80,politifact15014,940987185859383296
81,politifact15014,941026788964102144
82,politifact15014,941044474905423872
83,politifact15014,941080636852523013
84,politifact15014,941471287054094337
85,politifact15014,941829442665553920
86,politifact15014,942182775024734208
87,politifact15014,942369156254576641
88,politifact15014,942421857634004998
89,politifact15014,942750575267106817
90,politifact15014,942966219799515136
91,politifact15014,944057586374103045
92,politifact15014,944202537976156160
93,politifact15014,944582624282120193
94,politifact15014,945092931844804608
95,politifact15014,946194743779717122
96,politifact15014,946570019860897792
97,politifact15014,946901429112967168
98,politifact15014,946913385211465728
99,politifact15014,946917851243393024
100,politifact15014,946935469216059393
101,politifact15014,947133585886269440
102,politifact15014,952689244400734208
103,politifact15014,952709650444668928
104,politifact15014,952727017983705089
105,politifact15014,953420038819733504
106,politifact15014,957810295442956288
107,politifact15014,957848606215737344
108,politifact15014,958020350599577600
109,politifact15014,959618726734655488
110,politifact15014,959796911778693120
111,politifact15014,959850069037109250
112,politifact15014,959953238807126016
113,politifact15014,959970102962683905
114,politifact15014,960005452980523009
115,politifact15014,960161342651998208
116,politifact15014,960241750102159361
117,politifact15014,960536863793655809
118,politifact15014,960565604305350657
119,politifact15014,960596323207696384
120,politifact15014,960639325242347520
121,politifact15014,960872764889550848
122,politifact15014,960912756093353984
123,politifact15014,960935344068841472
124,politifact15014,960944324107276294
125,politifact15014,960967219365797888
126,politifact15014,961021342375202817
127,politifact15014,961081215678930944
128,politifact15014,1027743374357536768
