#network.py erdos-renyi --n 500 --p 0.003 --total 5
# GMT Mon Sep 14 20:40:52 2020
# 
0,2
105,{}
465,{}
1,1
453,{}
2,4
61,{}
157,{}
341,{}
374,{}
3,1
406,{}
4,0
5,2
236,{}
257,{}
6,0
7,1
202,{}
8,1
97,{}
9,2
109,{}
388,{}
10,1
340,{}
11,0
12,2
359,{}
427,{}
13,1
170,{}
14,2
187,{}
251,{}
15,3
24,{}
126,{}
386,{}
16,2
301,{}
377,{}
17,2
38,{}
111,{}
18,1
411,{}
19,4
50,{}
164,{}
362,{}
426,{}
20,0
21,2
242,{}
290,{}
22,1
443,{}
23,1
125,{}
24,2
68,{}
338,{}
25,1
328,{}
26,1
395,{}
27,1
285,{}
28,2
111,{}
478,{}
29,2
142,{}
277,{}
30,2
345,{}
441,{}
31,3
276,{}
312,{}
376,{}
32,1
270,{}
33,3
58,{}
99,{}
390,{}
34,1
445,{}
35,2
131,{}
147,{}
36,1
124,{}
37,1
212,{}
38,0
39,0
40,3
213,{}
253,{}
475,{}
41,2
167,{}
292,{}
42,2
116,{}
337,{}
43,1
471,{}
44,3
58,{}
88,{}
149,{}
45,1
379,{}
46,1
304,{}
47,0
48,1
195,{}
49,0
50,0
51,1
182,{}
52,0
53,1
250,{}
54,0
55,1
88,{}
56,1
471,{}
57,1
88,{}
58,0
59,2
251,{}
253,{}
60,2
235,{}
346,{}
61,3
159,{}
170,{}
255,{}
62,2
218,{}
348,{}
63,5
132,{}
320,{}
362,{}
418,{}
445,{}
64,1
329,{}
65,1
308,{}
66,1
390,{}
67,2
140,{}
374,{}
68,2
98,{}
282,{}
69,1
493,{}
70,2
227,{}
258,{}
71,1
355,{}
72,0
73,0
74,1
127,{}
75,4
263,{}
343,{}
374,{}
384,{}
76,3
193,{}
274,{}
403,{}
77,1
436,{}
78,2
280,{}
394,{}
79,1
93,{}
80,4
102,{}
404,{}
460,{}
474,{}
81,1
241,{}
82,0
83,1
368,{}
84,0
85,1
368,{}
86,2
319,{}
345,{}
87,1
216,{}
88,0
89,1
130,{}
90,2
115,{}
475,{}
91,1
476,{}
92,0
93,2
273,{}
342,{}
94,0
95,2
283,{}
354,{}
96,3
177,{}
207,{}
288,{}
97,1
423,{}
98,2
220,{}
387,{}
99,1
234,{}
100,1
225,{}
101,0
102,0
103,0
104,0
105,2
179,{}
257,{}
106,1
125,{}
107,1
359,{}
108,2
283,{}
375,{}
109,2
244,{}
362,{}
110,0
111,1
495,{}
112,0
113,1
346,{}
114,2
366,{}
441,{}
115,3
208,{}
430,{}
477,{}
116,0
117,1
351,{}
118,3
246,{}
270,{}
461,{}
119,0
120,0
121,2
215,{}
327,{}
122,1
157,{}
123,0
124,1
417,{}
125,0
126,1
157,{}
127,1
491,{}
128,0
129,3
151,{}
412,{}
466,{}
130,0
131,1
287,{}
132,2
250,{}
484,{}
133,0
134,0
135,0
136,0
137,0
138,2
329,{}
373,{}
139,1
357,{}
140,0
141,2
147,{}
374,{}
142,1
313,{}
143,0
144,0
145,0
146,0
147,2
191,{}
344,{}
148,2
173,{}
473,{}
149,0
150,2
228,{}
348,{}
151,2
313,{}
470,{}
152,0
153,1
438,{}
154,1
170,{}
155,0
156,0
157,1
349,{}
158,2
198,{}
298,{}
159,0
160,2
253,{}
427,{}
161,0
162,1
365,{}
163,2
188,{}
430,{}
164,1
251,{}
165,1
168,{}
166,0
167,0
168,1
176,{}
169,2
300,{}
469,{}
170,1
460,{}
171,1
488,{}
172,1
230,{}
173,0
174,1
192,{}
175,2
280,{}
484,{}
176,0
177,1
493,{}
178,0
179,0
180,3
189,{}
398,{}
490,{}
181,1
439,{}
182,0
183,1
428,{}
184,1
203,{}
185,1
358,{}
186,2
195,{}
492,{}
187,1
422,{}
188,3
276,{}
301,{}
402,{}
189,1
489,{}
190,3
220,{}
243,{}
249,{}
191,1
246,{}
192,0
193,1
213,{}
194,2
317,{}
405,{}
195,0
196,1
311,{}
197,1
252,{}
198,1
447,{}
199,2
282,{}
418,{}
200,0
201,1
495,{}
202,1
468,{}
203,2
293,{}
438,{}
204,1
360,{}
205,1
334,{}
206,0
207,0
208,0
209,2
211,{}
276,{}
210,0
211,1
473,{}
212,1
320,{}
213,2
300,{}
456,{}
214,0
215,0
216,2
337,{}
499,{}
217,2
409,{}
428,{}
218,1
319,{}
219,1
424,{}
220,1
261,{}
221,3
314,{}
360,{}
391,{}
222,1
348,{}
223,0
224,2
308,{}
339,{}
225,0
226,0
227,1
267,{}
228,0
229,0
230,0
231,1
337,{}
232,0
233,0
234,1
371,{}
235,1
332,{}
236,2
335,{}
434,{}
237,0
238,1
490,{}
239,1
312,{}
240,0
241,1
278,{}
242,0
243,1
460,{}
244,1
416,{}
245,1
314,{}
246,3
253,{}
256,{}
483,{}
247,0
248,1
399,{}
249,1
434,{}
250,0
251,0
252,0
253,0
254,1
258,{}
255,3
260,{}
334,{}
450,{}
256,0
257,1
398,{}
258,1
270,{}
259,1
271,{}
260,3
348,{}
369,{}
467,{}
261,1
328,{}
262,1
486,{}
263,1
431,{}
264,1
405,{}
265,0
266,0
267,1
352,{}
268,1
402,{}
269,1
456,{}
270,0
271,0
272,2
395,{}
420,{}
273,0
274,0
275,0
276,2
283,{}
494,{}
277,1
334,{}
278,0
279,1
409,{}
280,1
480,{}
281,0
282,3
357,{}
383,{}
470,{}
283,1
315,{}
284,0
285,2
381,{}
498,{}
286,1
372,{}
287,0
288,0
289,0
290,0
291,1
498,{}
292,0
293,1
356,{}
294,2
404,{}
498,{}
295,1
315,{}
296,2
326,{}
494,{}
297,1
338,{}
298,3
302,{}
460,{}
498,{}
299,1
482,{}
300,0
301,0
302,0
303,0
304,1
329,{}
305,0
306,2
351,{}
477,{}
307,0
308,2
330,{}
491,{}
309,1
316,{}
310,1
473,{}
311,1
338,{}
312,0
313,2
322,{}
409,{}
314,2
322,{}
395,{}
315,0
316,1
443,{}
317,0
318,1
478,{}
319,0
320,0
321,0
322,0
323,0
324,1
354,{}
325,0
326,0
327,2
375,{}
453,{}
328,0
329,0
330,3
386,{}
405,{}
428,{}
331,0
332,0
333,1
378,{}
334,0
335,0
336,2
350,{}
371,{}
337,1
387,{}
338,1
344,{}
339,0
340,0
341,0
342,0
343,1
404,{}
344,1
396,{}
345,0
346,0
347,0
348,0
349,0
350,2
374,{}
390,{}
351,0
352,0
353,0
354,0
355,0
356,2
400,{}
406,{}
357,1
477,{}
358,0
359,0
360,0
361,0
362,1
406,{}
363,0
364,1
418,{}
365,0
366,3
422,{}
495,{}
497,{}
367,1
379,{}
368,0
369,0
370,1
406,{}
371,0
372,0
373,0
374,0
375,1
405,{}
376,0
377,0
378,1
459,{}
379,1
380,{}
380,0
381,0
382,1
383,{}
383,0
384,0
385,3
391,{}
418,{}
497,{}
386,0
387,0
388,1
462,{}
389,0
390,1
467,{}
