#network.py erdos-renyi --n 500 --p 0.0015 --total 5
# GMT Mon Sep 14 20:40:23 2020
# 
0,2
311,{}
315,{}
1,0
2,1
454,{}
3,1
21,{}
4,1
49,{}
5,1
301,{}
6,0
7,0
8,0
9,1
41,{}
10,0
11,1
127,{}
12,2
306,{}
355,{}
13,0
14,0
15,2
261,{}
322,{}
16,2
106,{}
254,{}
17,2
68,{}
458,{}
18,3
292,{}
305,{}
364,{}
19,2
81,{}
176,{}
20,0
21,0
22,1
462,{}
23,0
24,0
25,2
278,{}
387,{}
26,0
27,1
238,{}
28,0
29,0
30,1
484,{}
31,2
158,{}
245,{}
32,0
33,0
34,0
35,1
437,{}
36,1
119,{}
37,1
447,{}
38,1
205,{}
39,3
372,{}
378,{}
477,{}
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,1
90,{}
48,1
400,{}
49,2
116,{}
473,{}
50,1
439,{}
51,0
52,0
53,2
186,{}
471,{}
54,1
126,{}
55,0
56,0
57,2
325,{}
382,{}
58,1
403,{}
59,0
60,0
61,0
62,1
287,{}
63,1
296,{}
64,2
215,{}
309,{}
65,0
66,0
67,0
68,0
69,2
267,{}
365,{}
70,2
189,{}
346,{}
71,0
72,0
73,0
74,0
75,0
76,1
467,{}
77,1
260,{}
78,0
79,0
80,2
225,{}
387,{}
81,2
481,{}
490,{}
82,0
83,1
247,{}
84,0
85,1
97,{}
86,1
172,{}
87,2
198,{}
325,{}
88,0
89,0
90,1
347,{}
91,1
350,{}
92,0
93,0
94,1
257,{}
95,1
452,{}
96,1
152,{}
97,0
98,0
99,1
223,{}
100,0
101,0
102,1
282,{}
103,1
115,{}
104,1
190,{}
105,1
396,{}
106,1
336,{}
107,0
108,1
150,{}
109,1
153,{}
110,0
111,0
112,0
113,1
140,{}
114,2
191,{}
238,{}
115,1
278,{}
116,2
160,{}
189,{}
117,2
168,{}
265,{}
118,0
119,0
120,1
339,{}
121,1
496,{}
122,2
156,{}
302,{}
123,2
460,{}
496,{}
124,1
401,{}
125,0
126,1
362,{}
127,1
387,{}
128,0
129,0
130,0
131,0
132,0
133,1
163,{}
134,0
135,1
140,{}
136,1
311,{}
137,0
138,0
139,1
340,{}
140,0
141,0
142,0
143,1
203,{}
144,0
145,1
331,{}
146,1
407,{}
147,0
148,0
149,1
368,{}
150,0
151,0
152,0
153,0
154,1
215,{}
155,0
156,1
440,{}
157,2
238,{}
350,{}
158,0
159,0
160,0
161,0
162,1
269,{}
163,1
273,{}
164,0
165,1
470,{}
166,2
244,{}
307,{}
167,1
176,{}
168,0
169,0
170,0
171,0
172,0
173,2
417,{}
427,{}
174,1
274,{}
175,2
282,{}
336,{}
176,0
177,2
379,{}
403,{}
178,0
179,1
482,{}
180,0
181,1
289,{}
182,0
183,0
184,0
185,1
376,{}
186,1
343,{}
187,0
188,0
189,2
220,{}
238,{}
190,1
453,{}
191,2
356,{}
497,{}
192,1
479,{}
193,0
194,0
195,1
300,{}
196,2
463,{}
495,{}
197,0
198,1
420,{}
199,0
200,0
201,0
202,0
203,1
296,{}
204,0
205,2
261,{}
499,{}
206,0
207,1
455,{}
208,0
209,0
210,0
211,1
301,{}
212,0
213,1
458,{}
214,1
385,{}
215,0
216,0
217,0
218,1
242,{}
219,0
220,0
221,0
222,0
223,0
224,2
246,{}
417,{}
225,0
226,1
283,{}
227,0
228,1
364,{}
229,0
230,1
381,{}
231,0
232,1
385,{}
233,0
234,0
235,0
236,0
237,0
238,1
453,{}
239,1
252,{}
240,0
241,0
242,0
243,1
479,{}
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,1
273,{}
259,0
260,1
451,{}
261,1
307,{}
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,2
437,{}
467,{}
285,0
286,0
287,0
288,2
363,{}
399,{}
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,2
392,{}
426,{}
304,0
305,0
306,0
307,0
308,1
484,{}
309,1
375,{}
310,1
392,{}
311,1
398,{}
312,0
313,1
330,{}
314,0
315,0
316,1
480,{}
317,1
464,{}
318,0
319,0
320,1
487,{}
321,1
367,{}
322,0
323,0
324,1
392,{}
325,0
326,0
327,0
328,2
423,{}
497,{}
329,0
330,0
331,0
332,0
333,0
334,0
335,1
368,{}
336,0
337,1
403,{}
338,0
339,0
340,0
341,0
342,1
370,{}
343,0
344,1
429,{}
345,0
346,0
347,0
348,0
349,0
350,0
351,1
447,{}
352,0
353,1
426,{}
354,0
355,2
360,{}
474,{}
356,1
435,{}
357,0
358,0
359,0
360,1
368,{}
361,0
362,0
363,0
364,0
365,0
366,1
479,{}
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,1
429,{}
385,1
386,{}
386,1
394,{}
387,0
388,1
400,{}
389,1
433,{}
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,1
471,{}
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
