,tweet_ids,created_at,favorite_count,retweet_count,id_noticia,index,screen_name,user_created_at,followers,friends,verified
0,967132259869487105,20180223202113,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
1,967164368768196609,20180223222849,1,0,politifact14984,0,JohnStinner,20131219175935,1313,305,False
2,967215618687512581,20180224015228,0,0,politifact14984,0,kompromatic,20100720192842,3035,4433,False
3,967386148468416513,20180224131005,0,0,politifact14984,0,MattShepherdS,20160201204851,29,188,False
4,968238354599940096,20180226213627,0,0,politifact14984,0,LegiScanPA,20100114044233,557,1,False
5,969607331330908161,20180302161616,0,0,politifact14984,0,nfib_mi,20090814145405,170,4,False
6,969607746898153473,20180302161755,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
7,969702389421826049,20180302223400,9,4,politifact14984,0,TeamDean,20170519234056,802,797,False
8,969752298225356800,20180303015219,0,0,politifact14984,0,My_Income,20111031204512,425,266,False
9,969752332220190721,20180303015227,0,0,politifact14984,0,My_Income,20111031204512,425,266,False
10,969985181695213568,20180303171743,0,0,politifact14984,0,supplierty,20160219173921,1394,4998,False
11,971015530822893568,20180306133157,0,0,politifact14984,0,Just1Conserv,20171026145441,175,1605,False
12,971215479015555072,20180307024629,6,0,politifact14984,0,wondrlost,20130301023316,131,474,False
13,971430739970592768,20180307170151,0,0,politifact14984,0,Dawnsfire,20100324020837,2818,1565,False
14,971626584120717313,20180308060004,1,0,politifact14984,0,trinityprelaw,20180110034304,32,43,False
15,971647044992385024,20180308072122,1,0,politifact14984,0,kuamnews,20070408214124,18337,78,False
16,971815808916770816,20180308183158,0,0,politifact14984,0,nfib_mi,20090814145405,170,4,False
17,971815809260707841,20180308183159,1,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
18,971894375075762176,20180308234410,0,0,politifact14984,0,CJOnline,20080924031414,29404,762,False
19,972472163088371713,20180310140005,0,1,politifact14984,0,MDGOP,20090120170951,10559,4574,True
20,972521429379010561,20180310171551,0,0,politifact14984,0,Bethanie4Real,20091115042323,2670,2672,False
21,972521700033286145,20180310171656,1,0,politifact14984,0,HumCapLP,20101006192311,211,207,False
22,972681763175784448,20180311035258,0,0,politifact14984,0,SRPaintingAZ,20170708022019,32,201,False
23,972805595077251072,20180311120502,573,193,politifact14984,0,GOPChairwoman,20140220180528,457830,2604,True
24,972870143184338945,20180311162131,1,0,politifact14984,0,padricgleason,20130223232844,1392,1230,False
25,972924479826485250,20180311195726,286,289,politifact14984,0,BigLeague2020,20160426000846,27538,15242,False
26,973363426071216130,20180313010139,0,0,politifact14984,0,HoroscopeOfUSA,20121011182648,12012,11023,False
27,973536614898110464,20180313122951,0,0,politifact14984,0,melchigr,20090408170845,1055,5001,False
28,973568735658364928,20180313143729,0,1,politifact14984,0,NCBerniecrat,20150507012225,5749,5787,False
29,973574600578695170,20180313150047,0,0,politifact14984,0,InvestChannel,20090511184148,815,542,False
30,973574645956870144,20180313150058,0,0,politifact14984,0,MTAltaf,20170228105952,142,469,False
31,973930299045306368,20180314143412,2,1,politifact14984,0,Quantitrader,20130919184353,475,303,False
32,974104473168695296,20180315020619,0,0,politifact14984,0,LegiScanPA,20100114044233,557,1,False
33,974110437213171712,20180315023000,0,0,politifact14984,0,HeraldMailNews,20090410153620,9106,314,False
34,974309878926905345,20180315154231,2,1,politifact14984,0,nfib_mi,20090814145405,170,4,False
35,974309878863888389,20180315154231,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
36,974408326414065667,20180315221343,0,0,politifact14984,0,MBA_Jobs_USA_6,20120228164246,230,0,False
37,974410428171280384,20180315222204,0,0,politifact14984,0,JobsBakersfiel1,20131201145216,235,287,False
38,976262632725516288,20180321010204,0,0,politifact14984,0,JohnsonLeads,20091009213258,3699,1173,True
39,976498012246740992,20180321163723,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
40,976498012242563072,20180321163723,0,0,politifact14984,0,nfib_mi,20090814145405,170,4,False
41,976562022262431744,20180321205144,4,0,politifact14984,0,TeamRoby,20090826202948,2950,494,True
42,978305801944154112,20180326162053,3,1,politifact14984,0,MBEmag,20101208172351,6863,4032,False
43,978364325453643776,20180326201326,10,7,politifact14984,0,nfib_co,20090813193232,268,21,False
44,978374010751803392,20180326205156,0,0,politifact14984,0,retailbiznews,20151014165125,781,2001,False
45,978644105281581056,20180327144511,0,0,politifact14984,0,IowaTaxpayers,20111123052805,643,440,False
46,978667092194013184,20180327161632,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
47,978667458260357120,20180327161759,0,0,politifact14984,0,nfib_mi,20090814145405,170,4,False
48,979004774707167234,20180328143821,0,0,politifact14984,0,wondrlost,20130301023316,131,474,False
49,979367042972356608,20180329143753,0,0,politifact14984,0,nfib_mi,20090814145405,170,4,False
50,979367399546937344,20180329143918,0,1,politifact14984,0,OwensNFIB,20121008200702,584,136,False
51,979818322651787264,20180330203106,0,0,politifact14984,0,DanPaysTaxes,20170614031317,463,889,False
52,980247411259002882,20180401005609,0,1,politifact14984,0,LegiScanLA,20100114053138,261,1,False
53,981229682292133889,20180403175921,1,2,politifact14984,0,RWwatchMA,20110201074004,10836,7382,False
54,981271590884331520,20180403204553,2,2,politifact14984,0,TheTitleReport,20090505142734,5592,2207,False
55,981528097391595521,20180404134508,2,1,politifact14984,0,wwCannonTX,20101209160516,208,125,False
56,981963408013602816,20180405183455,1,0,politifact14984,0,Bennythesnitch,20160302200526,2155,519,False
57,981966925809909760,20180405184853,1,0,politifact14984,0,Bennythesnitch,20160302200526,2155,519,False
58,981967796815839232,20180405185221,0,0,politifact14984,0,Bennythesnitch,20160302200526,2155,519,False
59,981978858579607554,20180405193618,0,0,politifact14984,0,RADCRedwoodArea,20111025201421,647,907,False
60,982038748979490816,20180405233417,1,2,politifact14984,0,economics,20100515203058,117043,971,True
61,982078841895227394,20180406021336,0,0,politifact14984,0,stuffupstairs,20090603205132,7109,7451,False
62,982233981289574401,20180406123004,0,0,politifact14984,0,MtRushmore2016,20160421021109,6236,6721,False
63,982267063514185735,20180406144132,57,54,politifact14984,0,KYPatriot17,20170525133420,889,475,False
64,982367364992983041,20180406212005,0,0,politifact14984,0,McCabeRG,20130111142625,619,619,False
65,982394410380902400,20180406230734,1,3,politifact14984,0,nfib_or,20090814191059,313,343,False
66,982511837429354496,20180407065410,0,0,politifact14984,0,bacon_dp,20140602123710,821,1697,False
67,982634884110995456,20180407150307,0,0,politifact14984,0,bacon_dp,20140602123710,821,1697,False
68,983665418635112448,20180410111806,0,0,politifact14984,0,Ibrahimiybm,20120619172735,1218,439,False
69,984052456735805440,20180411125603,0,1,politifact14984,0,TheTitleReport,20090505142734,5592,2207,False
70,984119550026412038,20180411172239,0,0,politifact14984,0,mfisherSEOTV,20101014174623,1375,2860,False
71,984862602533597184,20180413183516,3,2,politifact14984,0,MBEmag,20101208172351,6863,4032,False
72,985001084858064896,20180414034533,0,0,politifact14984,0,njh2005,20150602024231,463,497,False
73,985941222731722752,20180416180120,0,0,politifact14984,0,genebabon,20101019161823,466,185,False
74,986305073285292033,20180417180708,10,4,politifact14984,0,kazweida,20130129043142,72669,23883,False
75,986696357112000512,20180418200158,0,0,politifact14984,0,JobsHonolulu1,20131226153326,175,167,False
76,986995378443583490,20180419155010,8,6,politifact14984,0,BillPostOregon,20131222051915,3621,1344,False
77,987028780257554433,20180419180253,1,0,politifact14984,0,ECBrokers,20140106212933,300,184,False
